From Bank,Account,To Bank,Account.1,Amount Paid
12966,80B492C20,12966,80B492C20,12.35
18656,80B4890B0,18656,80B4890B0,3.49
16262,80B4926D0,16262,80B4926D0,15.02
22890,80B494890,22890,80B494890,10.77
210472,80B495DC0,210472,80B495DC0,23.1
226436,80B4974A0,226436,80B4974A0,18.83
121007,80B49BDB0,121007,80B49BDB0,9.48
14133,80B49B4C0,14133,80B49B4C0,10.33
20,80B499780,20,80B499780,11.27
11255,80B499A40,11255,80B499A40,22.29
19325,80B498580,5033,803026430,30.18
117694,80B498B20,117694,80B498B20,8.68
22106,80B49DBB0,22106,80B49DBB0,19.25
23747,80B49E670,23747,80B49E670,19.43
222559,80B49EA60,111913,812CA9D60,41.35
120280,80B4AADD0,120280,80B4AADD0,19.25
15284,80B4AA720,15284,80B4AA720,12.48
214867,80B4AB660,214867,80B4AB660,14.43
8801,80B4B14B0,8801,80B4B14B0,20.54
1638,80B4B4060,1638,80B4B4060,16.48
226659,80B4B4F50,226659,80B4B4F50,3.23
229619,80B4B37C0,229619,80B4B37C0,22.97
15783,80B4B3D30,15783,80B4B3D30,13.64
220729,80B4B3DD0,220729,80B4B3DD0,6.38
24317,80B4B52B0,24317,80B4B52B0,12.82
1231,80B4B73A0,1231,80B4B73A0,21.3
23319,80B4B7DB0,23319,80B4B7DB0,4.47
220916,80B4B9030,220916,80B4B9030,23.52
20,80B4B9450,20,80B4B9450,14.7
22224,80B4B8C70,22224,80B4B8C70,7.26
20,80B4B9450,20,80B4B9450,20.26
4894,80B4C19F0,4894,80B4C19F0,19.33
14162,80B4D0E00,14162,80B4D0E00,11.73
119927,80B4D2EB0,119927,80B4D2EB0,15.61
319638,80B4D4C10,22086,80B4D4D00,0.01
26015,80B4D6210,26015,80B4D6210,5.86
217798,80B4D29A0,217798,80B4D29A0,10.41
15786,80B4D37D0,15786,80B4D37D0,17.53
222433,80B4D1FA0,3440,801533DD0,34.47
129050,80B4E3280,129050,80B4E3280,0.43
126991,80B4E3190,126991,80B4E3190,16.6
129050,80B4E3280,129050,80B4E3280,23.72
28958,80B4E3410,28958,80B4E3410,7.63
24438,80B4F2A60,24438,80B4F2A60,4.84
226290,80B4F3250,226290,80B4F3250,9.72
113213,80B4F2620,113213,80B4F2620,10.89
316364,80B4F2340,218057,80B4F1F00,0.01
218057,80B4F1F00,218057,80B4F1F00,21.24
14648,80B503150,14648,80B503150,6.44
1,80B505850,1,80B505850,13.9
217862,80B50F7E0,217862,80B50F7E0,12.23
229487,80B505F50,229487,80B505F50,17.26
39675,80B510870,126631,80B50F5A0,0.53
214342,80B505570,214342,80B505570,24.49
229487,80B505F50,229487,80B505F50,19.93
13821,80B50EDF0,13821,80B50EDF0,9.14
24999,80B50EE90,24999,80B50EE90,14.03
19561,80B50EF80,21130,8178789A0,38.16
124682,80B50F500,124682,80B50F500,13.76
126631,80B50F5A0,126631,80B50F5A0,11.68
1231,80B519AA0,1231,80B519AA0,9.39
124273,80B51A150,124273,80B51A150,7.75
112568,80B51AFC0,112568,80B51AFC0,3.21
3500,80B51B1B0,16739,8109C2030,14.74
21647,80B518730,21647,80B518730,6.97
26015,80B518D40,26015,80B518D40,10.29
219425,80B52CA90,219425,80B52CA90,21.0
29915,80B52CCD0,29915,80B52CCD0,10.65
213123,80B020930,213123,80B020930,23.93
28958,80B56C960,28958,80B56C960,5.45
11495,80B56D740,11495,80B56D740,12.48
115771,80B56DC60,115771,80B56DC60,4.63
32758,80B57C650,24999,80A4427C0,0.01
24999,80A4427C0,24999,80A4427C0,13.49
14595,80B588A10,14595,80B588A10,5.75
18747,80B58EAE0,18747,80B58EAE0,0.03
3533,80B590220,3533,80B590220,6.09
3440,80B590A20,3440,80B590A20,46.55
130821,80B590980,130821,80B590980,8.84
126413,80B591960,126413,80B591960,9.18
125980,80B598990,125980,80B598990,22.47
2860,80B599300,2860,80B599300,22.98
212730,80B598750,137074,8116B82C0,4.36
121335,80B598CF0,121335,80B598CF0,12.6
118314,80B599010,118314,80B599010,24.48
1422,80B599060,1422,80B599060,22.06
23747,80B599B00,23747,80B599B00,21.3
6314,80B59C8C0,6314,80B59C8C0,22.64
11222,80B59D2E0,11222,80B59D2E0,9.5
3862,80B5A4E20,27175,80B5A4DD0,0.01
214111,80B5A5D90,214111,80B5A5D90,19.88
110821,80B5A8450,110821,80B5A8450,15.38
35365,80B5A42D0,3202,80B5A7540,0.02
124173,80B5A4410,120336,817044320,16.22
124173,80B5A5450,13395,805B75AF0,46.15
22185,80B5A6F40,349,805B745E0,9.89
214107,80B5A79F0,1394,80CA997D0,18.9
16679,80B5A7C00,16679,80B5A7C00,20.26
11337,80B5A8280,11337,80B5A8280,21.02
11047,80B5A8910,11047,80B5A8910,12.44
29264,80B5A8B40,29264,80B5A8B40,21.66
118536,80B5AD090,118536,80B5AD090,16.93
118681,80B5ACD30,118681,80B5ACD30,3.2
320882,80B597710,320882,80B597710,32.5
214867,80B56E1A0,214867,80B56E1A0,10.51
115943,80B590030,115943,80B590030,5.58
1807,80B590670,394,800AF8A40,6.82
5206,80B591170,5206,80B591170,23.1
13125,80B5913E0,13125,80B5913E0,24.47
18247,80B593060,18247,80B593060,5.64
25017,80B5930B0,25017,80B5930B0,14.85
21438,80B594480,1277,80BA997F0,9.58
24778,80B594660,24778,80B594660,8.57
16679,80B59C240,128110,814CD4A70,6.06
116648,80B59F060,116648,80B59F060,12.34
9715,80B5ABA90,9715,80B5ABA90,18.92
11880,80B5B1870,11880,80B5B1870,19.29
11265,80B5B18C0,11265,80B5B18C0,24.63
331043,80B56A4E0,228849,80B5B2380,0.01
11483,80B569C20,11483,80B569C20,8.73
2860,80B569970,2860,80B569970,16.13
14648,80B5696A0,14648,80B5696A0,24.29
12592,80B5BC560,12592,80B5BC560,4.65
19085,80B5BC9C0,19085,80B5BC9C0,24.77
5571,80B5BE230,5571,80B5BE230,10.8
219687,80B5BF5E0,219687,80B5BF5E0,9.19
114954,80B5C0500,114954,80B5C0500,17.11
18671,80B5C13A0,18671,80B5C13A0,11.73
113213,80B5C1B00,113213,80B5C1B00,8.4
18903,80B5C8730,18903,80B5C8730,4.32
1812,80B5C9E60,1812,80B5C9E60,5.07
220916,80B5CA8C0,220916,80B5CA8C0,21.59
218072,80B5CC680,218072,80B5CC680,15.63
219788,80B5CD260,219788,80B5CD260,3.55
14133,80B5C7A50,14133,80B5C7A50,20.73
28865,80B5CB800,28865,80B5CB800,23.49
2692,80B5CBF40,212518,80CD64410,15.31
8488,80B5CCC20,8488,80B5CCC20,8.94
212996,80B5CE170,212996,80B5CE170,7.18
18493,80B5CF2F0,18493,80B5CF2F0,8.05
5206,80B5CFFF0,5206,80B5CFFF0,16.39
22124,80B5D3150,22124,80B5D3150,22.02
28932,80B5D8160,28932,80B5D8160,6.35
21939,80B5D8250,21939,80B5D8250,4.61
1638,80B5F00C0,1638,80B5F00C0,16.87
16456,80B5F0610,16456,80B5F0610,3.1
214867,80B5F7F70,214867,80B5F7F70,17.25
3202,80B5FB9A0,1110,800BCEFE0,47.44
28932,80B5FBDE0,28932,80B5FBDE0,7.73
1277,80B6095F0,1277,80B6095F0,3.63
29264,80B618640,29264,80B618640,16.8
18081,8096CF250,18081,8096CF250,13.53
18247,80B61CFC0,18247,80B61CFC0,3.18
211374,80B621AC0,211374,80B621AC0,3.5
330953,80B61B610,229487,80B6205C0,0.01
126631,80B61AF80,126631,80B61AF80,8.62
216093,80B61B660,216093,80B61B660,21.77
124049,80B61FA50,226290,80D8BA610,35.71
215766,80B61FAA0,215766,80B61FAA0,23.57
229487,80B6205C0,229487,80B6205C0,23.93
23041,80B620700,23041,80B620700,13.78
15640,80B620840,15640,80B620840,15.19
4187,80B621330,227876,811987600,25.64
217717,80B621470,217717,80B621470,14.32
111913,80B61A250,111913,80B61A250,19.8
115216,80B627F10,115216,80B627F10,11.08
1217,80B62A4C0,1217,80B62A4C0,16.67
112568,80B62EEE0,112568,80B62EEE0,5.23
3100,80B62ECB0,3100,80B62ECB0,11.04
24438,80B62FE30,24438,80B62FE30,4.87
227876,80B62FF20,227876,80B62FF20,18.95
217862,80B62EA00,217862,80B62EA00,6.92
313244,80B631EA0,30562,80B631B50,0.01
16679,80B62DED0,16679,80B62DED0,23.07
212730,80B62DFC0,212730,80B62DFC0,6.0
212996,80B6313C0,212996,80B6313C0,23.09
25017,80B633B50,25017,80B633B50,8.49
1638,80B6358F0,1638,80B6358F0,5.64
16456,80B62A090,16456,80B62A090,14.56
23760,80B6384C0,21438,80B6C5D00,5.99
22481,80B63C600,22481,80B63C600,31.1
121013,80B63C5B0,121013,80B63C5B0,24.21
226624,80B63D300,226624,80B63D300,20.19
18270,80B63E1F0,18270,80B63E1F0,6.32
25526,80B63E7B0,25526,80B63E7B0,10.19
17803,80B63F450,255954,814B91DB0,49.42
130821,80B640170,239440,814E19C20,6.23
22124,80B641100,22124,80B641100,14.0
4790,80B645490,22031,808D4EAA0,45.78
124273,80B646260,124273,80B646260,23.51
11047,80B648750,11047,80B648750,11.27
117694,80B64A0C0,117694,80B64A0C0,14.59
119927,80B64B870,119927,80B64B870,5.06
25463,80B64B960,25463,80B64B960,4.94
124173,80A468440,110821,80B64F540,5.63
110821,80B64F540,110821,80B64F540,16.92
13821,80B64B500,13821,80B64B500,5.82
21260,80B64E6E0,21260,80B64E6E0,10.46
126883,80B650910,126883,80B650910,20.03
226624,80B652240,226624,80B652240,9.98
126688,80B652420,126688,80B652420,24.17
5206,80B653BC0,5206,80B653BC0,9.45
11661,80B654040,11661,80B654040,10.46
121335,80B654720,121335,80B654720,5.55
1439,80B6547C0,1439,80B6547C0,21.36
5687,80B6551C0,5687,80B6551C0,9.34
24317,80B651860,24317,80B651860,15.39
21547,80B6518B0,21547,80B6518B0,15.36
5206,80B653DB0,5206,80B653DB0,7.5
23041,80B654530,23041,80B654530,3.63
1638,80B647DA0,1638,80B647DA0,11.29
14648,80B651230,14648,80B651230,23.23
9715,80B659160,9715,80B659160,20.68
27967,80B65E250,27967,80B65E250,20.27
5572,80B659DA0,5572,80B659DA0,17.69
116473,80B65A370,116473,80B65A370,12.4
19561,80B661560,19561,80B661560,8.38
131099,80B6654E0,131099,80B6654E0,15.16
117916,80B6667E0,117916,80B6667E0,4.47
113317,80B666F80,113317,80B666F80,20.45
36209,80B6629A0,2692,80B6630D0,0.01
222470,80B662FE0,222470,80B662FE0,21.19
2692,80B6630D0,2692,80B6630D0,24.3
18903,80B6631C0,18903,80B6631C0,19.02
28644,80B663B70,233829,810761610,7.82
25259,80B664970,25259,80B664970,23.39
22086,80B666170,16263,817A63750,43.15
22129,80B666AA0,22129,80B666AA0,13.47
212996,80B669340,212996,80B669340,17.65
13474,80B669530,13474,80B669530,6.36
3718,809D6C740,3718,809D6C740,17.31
25242,80B66B2F0,25242,80B66B2F0,22.89
16262,80B66BB40,16262,80B66BB40,18.61
120364,80B660F60,120364,80B660F60,16.62
5571,80B66A1C0,5571,80B66A1C0,21.92
11337,80B66AF40,11337,80B66AF40,11.97
120364,80B66CE50,120364,80B66CE50,45.78
210700,80B66CCC0,210700,80B66CCC0,22.18
215107,80B66CD10,215107,80B66CD10,16.05
212730,80B66DA40,212730,80B66DA40,4.28
214111,80B66DEF0,214111,80B66DEF0,10.76
29158,80B66FA60,29158,80B66FA60,10.5
17256,80B675480,17256,80B675480,18.96
22481,80B675A80,22481,80B675A80,4.31
11661,80B68FBA0,11661,80B68FBA0,12.84
25281,80B6969E0,25281,80B6969E0,10.02
5394,80B690690,6809,806E4B990,44.57
227639,80B692830,227639,80B692830,4.62
20,80B692880,40104,815E66570,21.49
23747,80B695820,23747,80B695820,17.4
13125,80B695910,13125,80B695910,16.43
126588,80B695A50,126588,80B695A50,17.23
19325,80B696250,19325,80B696250,11.56
119973,80B6963E0,119973,80B6963E0,16.72
1422,80B68F910,1422,80B68F910,7.55
18084,80B698DC0,18084,80B698DC0,22.88
120336,80B698E10,120336,80B698E10,15.73
215721,80B699550,215721,80B699550,24.76
117916,80B69AC10,117916,80B69AC10,20.83
22124,80B69BCF0,22124,80B69BCF0,5.76
24999,80B69AEF0,24999,80B69AEF0,20.89
215571,80B69C490,531,80927BA50,23.62
23319,80B69E730,23319,80B69E730,11.33
1638,80B69EFA0,1638,80B69EFA0,12.23
22890,80B69E3D0,22890,80B69E3D0,5.07
113002,80B69EB30,113002,80B69EB30,23.61
21063,80B69FB30,21063,80B69FB30,17.61
12702,80B6A2250,12702,80B6A2250,13.12
331394,80B69D490,122996,80B6A2010,0.01
110856,80B699810,110856,80B699810,14.64
4790,80B69D660,4790,80B69D660,8.08
5621,80596E440,5621,80596E440,23.37
220822,80B6A94C0,220822,80B6A94C0,15.99
327123,80B6A9110,116342,80B6A8FD0,0.03
116342,80B6A8FD0,116342,80B6A8FD0,12.79
115216,80B6A90C0,115216,80B6A90C0,11.44
216093,80B6A4000,216093,80B6A4000,14.85
23041,80B6A7DA0,23041,80B6A7DA0,13.7
15783,80B6A8020,15783,80B6A8020,3.86
220188,80B6A8510,220188,80B6A8510,20.67
4790,80B6AA5E0,23319,80A958840,17.39
17803,80B6AAD40,17803,80B6AAD40,15.29
23041,80B6AFD70,23041,80B6AFD70,10.67
3653,80B6B3D10,3653,80B6B3D10,8.33
125980,80B6B3FB0,125980,80B6B3FB0,9.15
215514,80B6AF270,215514,80B6AF270,6.54
18903,80B6AFFB0,18903,80B6AFFB0,8.89
11,80B6B3860,115216,811027870,17.54
120336,80B6B6060,120336,80B6B6060,23.43
28644,80B6B7D40,28644,80B6B7D40,5.26
31393,80B6AED00,211374,80B6B76C0,0.01
28932,80B6AEBC0,28932,80B6AEBC0,6.44
126223,80B6B6340,126223,80B6B6340,10.34
3100,80B6B6480,3100,80B6B6480,24.9
4894,80B6B6570,4894,80B6B6570,11.53
27175,80B6BAF90,27175,80B6BAF90,10.33
13474,80B6BF410,13474,80B6BF410,14.02
394,80B6C0820,394,80B6C0820,23.47
129050,80AF31880,129050,80AF31880,15.39
126991,80B6C4B20,126991,80B6C4B20,21.02
21438,80B6C5D00,21438,80B6C5D00,9.23
214527,80B6C5E90,214527,80B6C5E90,20.26
226151,80B6C81E0,226151,80B6C81E0,7.82
226151,80B6C1580,226151,80B6C1580,21.73
34036,80B6C53A0,22481,80B6BEBB0,0.01
114721,80B6C0580,114721,80B6C0580,6.79
226151,80B6C1580,226151,80B6C1580,18.36
117916,80B6C1D60,117916,80B6C1D60,10.18
1394,80B6C3930,1394,80B6C3930,21.37
215571,80B6C54E0,1291,800C4E410,10.97
225862,80B6C8AE0,225862,80B6C8AE0,9.52
28168,80B6C9680,349,8019CF2C0,0.07
28046,80B6CA010,28046,80B6CA010,7.51
1120,80B6CBF50,1120,80B6CBF50,24.42
118699,80B6BDA50,118699,80B6BDA50,8.93
3533,80B6BDAA0,1217,800CE8E10,20.16
13354,80B6D3BC0,13354,80B6D3BC0,18.45
15786,80B6D5110,15786,80B6D5110,24.19
118840,80B6D6570,118840,80B6D6570,16.19
226290,80B6D9ED0,226290,80B6D9ED0,14.2
31883,80B6D3ED0,22106,80B6D4CA0,0.01
331427,80B6D5670,114954,80B6D3F70,0.01
118699,80B6D5440,118699,80B6D5440,21.64
23571,80B6DCAA0,23571,80B6DCAA0,7.76
3897,80B6DD1E0,118681,80B6DD0F0,0.01
23410,80B6DD230,23410,80B6DD230,16.04
18671,80B6D3370,18671,80B6D3370,5.99
23410,80B6DD230,23410,80B6DD230,15.9
1422,80B6DE2A0,1422,80B6DE2A0,13.96
131266,80B6DEF30,21393,8006A3750,2.98
11701,80B6DF8E0,11701,80B6DF8E0,34.2
15640,80B6E0260,15640,80B6E0260,18.02
18840,80B6E2E60,18840,80B6E2E60,22.36
229026,80B6E2EB0,229026,80B6E2EB0,6.51
23041,80B6E4310,23041,80B6E4310,21.51
319401,80B6E74C0,226436,80B6E7470,0.01
18247,80B6E5D20,18247,80B6E5D20,10.7
15355,80B6E62F0,31363,81B755CA0,11.79
116473,80B6E65C0,116473,80B6E65C0,16.57
123807,80B6E6750,123807,80B6E6750,5.87
22595,80B6E6890,22595,80B6E6890,15.59
324432,80B6EA270,29448,80B6E9C50,0.01
113213,80B6E3550,113213,80B6E3550,19.04
129402,80B6E3730,129402,80B6E3730,9.25
3202,80B6ECCF0,3202,80B6ECCF0,20.25
124173,80A86B2A0,124173,80A86B2A0,15.23
29448,80B6EDD10,29448,80B6EDD10,3.55
11968,80B6EE570,11968,80B6EE570,7.83
17831,80B6EED80,17831,80B6EED80,7.41
117916,80B6F0240,117916,80B6F0240,22.5
214867,80B6FCC60,214867,80B6FCC60,11.48
115128,80B6EE040,226851,80DA2EA90,2.04
229026,80B6EF3A0,229026,80B6EF3A0,6.58
131266,80B6FC570,131266,80B6FC570,4.99
11701,80B6FC7A0,11701,80B6FC7A0,8.6
130821,80B6FD820,130821,80B6FD820,4.18
119174,80B701C70,119174,80B701C70,12.3
11880,80B7028F0,11880,80B7028F0,15.92
1,80B7041A0,1,80B7041A0,10.37
120336,80B7048A0,120336,80B7048A0,8.08
113317,80B708B70,113317,80B708B70,47.52
113317,80B708B70,113317,80B708B70,18.01
18656,80B710C50,18656,80B710C50,15.18
22481,80B7144A0,22481,80B7144A0,23.82
19325,80B71E8A0,19325,80B71E8A0,5.45
15783,80B720150,15783,80B720150,10.01
124273,80B7209C0,124273,80B7209C0,8.7
226660,80B71E5C0,226660,80B71E5C0,20.97
220916,80B71EEF0,220916,80B71EEF0,23.99
222470,80B725580,222470,80B725580,23.69
11222,80B72D710,11222,80B72D710,7.2
18890,80B72E680,18890,80B72E680,3.22
11265,80B7303D0,11265,80B7303D0,17.67
14408,80B730E80,14408,80B730E80,33.71
32253,80B731650,11255,80B730750,0.01
122779,80B72D200,122779,80B72D200,10.9
18656,80B72E010,18656,80B72E010,9.09
11047,80B72E240,11047,80B72E240,9.92
24778,80B72F3A0,24778,80B72F3A0,14.65
223550,80B730930,223550,80B730930,17.15
18903,80B730AC0,18903,80B730AC0,10.67
215571,80B7439B0,215571,80B7439B0,4.8
11671,80B7482D0,11671,80B7482D0,5.02
18247,80B7489F0,18247,80B7489F0,20.86
118314,80B749CC0,118314,80B749CC0,24.2
220188,80B749E00,220188,80B749E00,22.4
27155,80B74AEF0,27155,80B74AEF0,17.26
1639,80B74B410,1639,80B74B410,4.34
3389,80B74C500,3389,80B74C500,18.4
29158,80B74E780,29158,80B74E780,23.11
25463,80B74F300,25463,80B74F300,15.28
18747,80B7508D0,18747,80B7508D0,3.1
24778,80B757CC0,24778,80B757CC0,22.3
25526,80B757E00,25526,80B757E00,16.45
217862,80B76CBA0,217862,80B76CBA0,12.28
12592,80B76BC40,12592,80B76BC40,21.59
214111,80B76D360,214111,80B76D360,18.41
28932,80B76D4A0,28932,80B76D4A0,13.84
5572,80B774D40,5572,80B774D40,17.5
18247,80B7746E0,18247,80B7746E0,9.86
212996,80B77ED80,212996,80B77ED80,18.21
118314,80B78E050,118314,80B78E050,7.18
1120,80B78ECC0,1120,80B78ECC0,18.15
224,80B798080,224,80B798080,11.35
1439,80B79AA40,1439,80B79AA40,11.19
14595,80B79AC70,14595,80B79AC70,15.65
35803,80B676EE0,70,10042B660,0.02
15640,80B65EA00,214867,80332BE20,9.06
122967,80B670600,122967,80B670600,11.38
12,80B6BACF0,12,80B6BACF0,22.91
229512,80B6CF5D0,229512,80B6CF5D0,22.22
27915,80B6CFDA0,27915,80B6CFDA0,18.17
122779,80B6DECA0,122779,80B6DECA0,13.09
215239,80B703000,215239,80B703000,13.91
22224,80B703360,22224,80B703360,21.92
24216,80B749960,24216,80B749960,13.99
23319,80B749A00,23319,80B749A00,11.8
115128,80B74A580,11968,8072A3780,0.46
13474,80B74ABC0,13474,80B74ABC0,23.01
3500,80B74CF90,3500,80B74CF90,19.25
9715,80B74EBA0,9715,80B74EBA0,9.12
8814,80B78F460,8814,80B78F460,14.2
221100,80B78F4B0,221100,80B78F4B0,14.74
221284,80B79A3C0,221284,80B79A3C0,13.67
219975,80B7A3590,219975,80B7A3590,8.83
126688,80B7A4F90,126688,80B7A4F90,12.25
1812,80B7A4D80,1812,80B7A4D80,11.85
216796,80B7A5DF0,216796,80B7A5DF0,13.65
127980,80B7A7C30,127980,80B7A7C30,19.12
222433,80B7A9780,222433,80B7A9780,10.8
113213,80B7AAD80,113213,80B7AAD80,19.91
220188,80B7AC540,220188,80B7AC540,12.13
215571,80B7AAA20,215571,80B7AAA20,5.34
13243,80B7ABB20,3718,8074CB920,31.76
5394,80B7A4870,5394,80B7A4870,32.59
33453,80B7A5890,18903,80B7A68E0,0.01
5394,80B7A4870,5394,80B7A4870,3.36
1812,80B7ACEE0,1812,80B7ACEE0,19.18
8318,80B7AD100,28102,810401FF0,15.75
8488,80B7AE840,8488,80B7AE840,24.68
14408,804937F30,12063,80B7B8A30,38.21
70,10042B660,12063,80B7B8A30,4.84
26453,80B7B9A40,26453,80B7B9A40,11.08
214111,80B7B9C60,214111,80B7B9C60,16.68
3389,80B7BAA50,3389,80B7BAA50,19.34
13395,80B7BC220,13395,80B7BC220,21.86
21130,80B7BBF20,21130,80B7BBF20,4.78
124222,80B7BCD40,124222,80B7BCD40,18.87
112568,80B7BCE80,112568,80B7BCE80,12.39
21393,80B7BB2A0,21393,80B7BB2A0,16.52
21393,80B7BB2F0,21393,80B7BB2F0,22.52
5033,80B7C1240,5033,80B7C1240,13.55
3440,80B7C14C0,3440,80B7C14C0,17.47
114721,80B7C0C00,114721,80B7C0C00,19.46
22364,80B7B93F0,22364,80B7B93F0,13.84
331576,80B7C2580,126413,80B7C2920,0.01
11255,80B7BFB40,11255,80B7BFB40,12.96
14648,80B7C29C0,212996,806B24C30,7.53
122459,80B7C3670,122459,80B7C3670,24.47
21260,80B7C4240,21547,808475400,44.55
15355,80B7C4FA0,15355,80B7C4FA0,20.29
121007,80B7C55B0,121007,80B7C55B0,15.46
21414,80B7C7DA0,21414,80B7C7DA0,17.64
8488,80B7CBDC0,8488,80B7CBDC0,23.29
226659,80B7CC360,226659,80B7CC360,16.29
128098,80B7B7EE0,128098,80B7B7EE0,21.35
3597,80B7C3AB0,260364,81777AAB0,8.64
25242,80B7C48E0,25242,80B7C48E0,4.81
127980,80B7C62F0,127980,80B7C62F0,21.64
217862,80B7C86D0,217862,80B7C86D0,8.35
126631,80B7CA8C0,126631,80B7CA8C0,24.34
118699,80B7CB000,118699,80B7CB000,14.33
22595,80B7CC890,22595,80B7CC890,5.2
127530,80B7D0280,215721,807582E00,46.06
1231,80B7D1640,1231,80B7D1640,4.31
327123,80B7D1D40,13243,80B7D2060,0.04
110856,8085317B0,11046,80B7D1450,2.18
110856,8085317B0,11046,80B7D1450,0.83
18326,80B7D2A40,18326,80B7D2A40,19.04
4790,80B7D4BC0,4790,80B7D4BC0,12.59
15875,80B7D7F20,15875,80B7D7F20,13.79
122459,80A593FF0,122459,80A593FF0,24.17
13474,80A594090,1277,800929EF0,39.47
13474,80B7D8A40,13474,80B7D8A40,4.99
216093,80B7DBE70,216093,80B7DBE70,18.55
219687,80B7DC0A0,219687,80B7DC0A0,3.8
316037,80B7DB850,1291,80B7DB3A0,0.03
114954,80B7DB350,114954,80B7DB350,24.13
316471,80B7DD980,8814,80B7DA520,0.24
2175,80B7DA250,2175,80B7DA250,21.48
12702,80B7DA340,12702,80B7DA340,5.98
8814,80B7DA520,8814,80B7DA520,21.02
11495,80B7DCB90,11495,80B7DCB90,21.05
220822,80B7DCE50,220822,80B7DCE50,15.78
18324,80B7DD200,18324,80B7DD200,22.82
8814,80B7DD3E0,8814,80B7DD3E0,10.34
23571,80B7DDAC0,23571,80B7DDAC0,23.51
122967,80B7DDB60,122967,80B7DDB60,6.14
120280,80B7E0190,120280,80B7E0190,17.64
220916,80B7E0690,220916,80B7E0690,15.84
2692,80B7E2370,2692,80B7E2370,13.7
316536,80B7E1E60,11305,80B7E1B40,0.01
2545,80B7E3470,2545,80B7E3470,13.27
110856,80B7E45D0,110856,80B7E45D0,16.91
225862,80B7EA110,225862,80B7EA110,5.54
115943,80B7E8A30,115943,80B7E8A30,18.41
13210,80B7EA6E0,13210,80B7EA6E0,21.81
22129,80B7EAA50,10416,806DC4EC0,2.81
16262,80B7EAB90,16262,80B7EAB90,12.63
223113,80B7EC4E0,223113,80B7EC4E0,11.72
328219,80B7E4980,328219,80B7E4980,25.02
228752,80B7E72A0,228752,80B7E72A0,21.85
21438,80B7E7660,21438,80B7E7660,9.01
3202,80B7E8100,3202,80B7E8100,12.47
15875,80B7EC160,15875,80B7EC160,21.68
28393,80B7EE4E0,28393,80B7EE4E0,24.0
115114,80B7EECE0,115114,80B7EECE0,19.74
11661,80B7F1380,11661,80B7F1380,19.41
18671,80B7F1D60,127980,81B6510D0,3.81
216492,80B7F2C30,216492,80B7F2C30,21.17
28168,80B7F21D0,28168,80B7F21D0,23.71
218057,80B7F26C0,11265,800BD7530,29.0
222470,80B7F2760,222470,80B7F2760,8.66
24317,80B7F4990,24317,80B7F4990,21.07
1120,80B7F4030,1120,80B7F4030,3.27
221024,80B7F4120,23410,815B2BB50,7.19
1,80B7F68B0,1,80B7F68B0,25.0
23747,80B7F86A0,23747,80B7F86A0,17.5
15786,80B7F9450,15786,80B7F9450,24.15
324666,80B6195A0,110856,80B63CB30,0.01
331352,80B657C50,225862,80B7F5E90,0.03
22124,80B5BDFF0,22124,80B5BDFF0,18.42
11483,80B5BFF10,11483,80B5BFF10,17.76
1394,80B5C1F40,1394,80B5C1F40,17.17
2692,80B63CCC0,23571,807B3FA80,49.24
1639,80B7B30D0,1639,80B7B30D0,22.36
117916,80B7B4590,117916,80B7B4590,20.09
23747,80B7EF850,25526,8023EB0F0,35.2
3653,80B7EFB70,3653,80B7EFB70,17.91
115481,80B7F5940,115481,80B7F5940,5.38
15284,80B7F8120,15284,80B7F8120,16.8
214107,80B7FFC00,214107,80B7FFC00,5.54
1277,80B7FFC50,1277,80B7FFC50,20.89
30562,80B7FFA10,30562,80B7FFA10,9.91
25017,80A969E30,25017,80A969E30,8.76
1110,80B801CD0,1110,80B801CD0,22.51
118699,80B802A70,118699,80B802A70,20.75
220188,80B8047E0,220188,80B8047E0,15.13
112568,80B8057D0,112568,80B8057D0,19.93
14408,80B805F20,14408,80B805F20,9.2
3718,80B809230,3718,80B809230,14.74
31373,80B8068A0,31373,80B8068A0,22.53
11222,80B8068F0,11222,80B8068F0,6.78
26179,80B8069E0,26179,80B8069E0,19.09
128098,80B808B90,128098,80B808B90,5.62
122967,80B80A400,122967,80B80A400,7.72
19561,80B80BD20,19561,80B80BD20,10.56
226660,80B80C320,226660,80B80C320,10.1
24438,80B80D700,24438,80B80D700,15.75
3500,80B80E6B0,3500,80B80E6B0,10.15
21130,80B811990,21130,80B811990,15.01
6045,80B8149E0,6045,80B8149E0,24.3
16679,80B810D90,16679,80B810D90,9.04
25281,80B815290,25281,80B815290,10.07
219687,80B816530,219687,80B816530,3.98
226624,80B817790,226624,80B817790,12.04
219425,80B816160,219425,80B816160,21.75
29915,80B8194F0,29915,80B8194F0,4.74
18665,80B818F00,18665,80B818F00,22.04
1394,80B81A0D0,1394,80B81A0D0,3.33
127980,80B810520,127980,80B810520,3.99
215107,80B819D50,215107,80B819D50,4.21
25017,80B81BB90,25017,80B81BB90,13.77
18324,80B801360,18324,80B801360,22.53
25526,809E233A0,25526,809E233A0,5.05
116703,80B81CC40,116703,80B81CC40,16.98
11701,80B81E370,11701,80B81E370,10.29
1812,80B81E410,13125,800C6F470,6.15
15194,80B81E8D0,15194,80B81E8D0,24.27
13210,80B81F840,13210,80B81F840,23.45
15284,80B824490,24778,812C4DE60,3.64
230733,80B825420,230733,80B825420,13.29
18665,80B8251D0,18665,80B8251D0,3.46
